"parents","has_nurs","form","children","housing","finance","social","health","binaryClass"
"pretentious","less_proper","complete","3","critical","inconv","slightly_prob","not_recom",1
"pretentious","less_proper","complete","3","critical","inconv","problematic","recommended",0
"pretentious","less_proper","complete","3","critical","inconv","problematic","priority",0
"pretentious","less_proper","complete","3","critical","inconv","problematic","not_recom",1
"pretentious","less_proper","complete","more","convenient","convenient","nonprob","recommended",0
"pretentious","less_proper","complete","more","convenient","convenient","nonprob","priority",0
"pretentious","less_proper","complete","more","convenient","convenient","nonprob","not_recom",1
"pretentious","less_proper","complete","more","convenient","convenient","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","convenient","convenient","slightly_prob","priority",0
"pretentious","less_proper","complete","more","convenient","convenient","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","convenient","convenient","problematic","recommended",0
"pretentious","less_proper","complete","more","convenient","convenient","problematic","priority",0
"pretentious","less_proper","complete","more","convenient","convenient","problematic","not_recom",1
"pretentious","less_proper","complete","more","convenient","inconv","nonprob","recommended",0
"pretentious","less_proper","complete","more","convenient","inconv","nonprob","priority",0
"pretentious","less_proper","complete","more","convenient","inconv","nonprob","not_recom",1
"pretentious","less_proper","complete","more","convenient","inconv","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","convenient","inconv","slightly_prob","priority",0
"pretentious","less_proper","complete","more","convenient","inconv","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","convenient","inconv","problematic","recommended",0
"pretentious","less_proper","complete","more","convenient","inconv","problematic","priority",0
"pretentious","less_proper","complete","more","convenient","inconv","problematic","not_recom",1
"pretentious","less_proper","complete","more","less_conv","convenient","nonprob","recommended",0
"pretentious","less_proper","complete","more","less_conv","convenient","nonprob","priority",0
"pretentious","less_proper","complete","more","less_conv","convenient","nonprob","not_recom",1
"pretentious","less_proper","complete","more","less_conv","convenient","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","less_conv","convenient","slightly_prob","priority",0
"pretentious","less_proper","complete","more","less_conv","convenient","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","less_conv","convenient","problematic","recommended",0
"pretentious","less_proper","complete","more","less_conv","convenient","problematic","priority",0
"pretentious","less_proper","complete","more","less_conv","convenient","problematic","not_recom",1
"pretentious","less_proper","complete","more","less_conv","inconv","nonprob","recommended",0
"pretentious","less_proper","complete","more","less_conv","inconv","nonprob","priority",0
"pretentious","less_proper","complete","more","less_conv","inconv","nonprob","not_recom",1
"pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","priority",0
"pretentious","less_proper","complete","more","less_conv","inconv","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","less_conv","inconv","problematic","recommended",0
"pretentious","less_proper","complete","more","less_conv","inconv","problematic","priority",0
"pretentious","less_proper","complete","more","less_conv","inconv","problematic","not_recom",1
"pretentious","less_proper","complete","more","critical","convenient","nonprob","recommended",0
"pretentious","less_proper","complete","more","critical","convenient","nonprob","priority",0
"pretentious","less_proper","complete","more","critical","convenient","nonprob","not_recom",1
"pretentious","less_proper","complete","more","critical","convenient","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","critical","convenient","slightly_prob","priority",0
"pretentious","less_proper","complete","more","critical","convenient","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","critical","convenient","problematic","recommended",0
"pretentious","less_proper","complete","more","critical","convenient","problematic","priority",0
"pretentious","less_proper","complete","more","critical","convenient","problematic","not_recom",1
"pretentious","less_proper","complete","more","critical","inconv","nonprob","recommended",0
"pretentious","less_proper","complete","more","critical","inconv","nonprob","priority",0
"pretentious","less_proper","complete","more","critical","inconv","nonprob","not_recom",1
"pretentious","less_proper","complete","more","critical","inconv","slightly_prob","recommended",0
"pretentious","less_proper","complete","more","critical","inconv","slightly_prob","priority",0
"pretentious","less_proper","complete","more","critical","inconv","slightly_prob","not_recom",1
"pretentious","less_proper","complete","more","critical","inconv","problematic","recommended",0
"pretentious","less_proper","complete","more","critical","inconv","problematic","priority",0
"pretentious","less_proper","complete","more","critical","inconv","problematic","not_recom",1
"pretentious","less_proper","completed","1","convenient","convenient","nonprob","recommended",0
"pretentious","less_proper","completed","1","convenient","convenient","nonprob","priority",0
"pretentious","less_proper","completed","1","convenient","convenient","nonprob","not_recom",1
"pretentious","less_proper","completed","1","convenient","convenient","slightly_prob","recommended",0
"pretentious","less_proper","completed","1","convenient","convenient","slightly_prob","priority",0
"pretentious","less_proper","completed","1","convenient","convenient","slightly_prob","not_recom",1
"pretentious","less_proper","completed","1","convenient","convenient","problematic","recommended",0
"pretentious","less_proper","completed","1","convenient","convenient","problematic","priority",0
"pretentious","less_proper","completed","1","convenient","convenient","problematic","not_recom",1
"pretentious","less_proper","completed","1","convenient","inconv","nonprob","recommended",0
"pretentious","less_proper","completed","1","convenient","inconv","nonprob","priority",0
"pretentious","less_proper","completed","1","convenient","inconv","nonprob","not_recom",1
"pretentious","less_proper","completed","1","convenient","inconv","slightly_prob","recommended",0
"pretentious","less_proper","completed","1","convenient","inconv","slightly_prob","priority",0
"pretentious","less_proper","completed","1","convenient","inconv","slightly_prob","not_recom",1
"pretentious","less_proper","completed","1","convenient","inconv","problematic","recommended",0
"pretentious","less_proper","completed","1","convenient","inconv","problematic","priority",0
"pretentious","less_proper","completed","1","convenient","inconv","problematic","not_recom",1
"pretentious","less_proper","completed","1","less_conv","convenient","nonprob","recommended",0
"pretentious","less_proper","completed","1","less_conv","convenient","nonprob","priority",0
"pretentious","less_proper","completed","1","less_conv","convenient","nonprob","not_recom",1
"pretentious","less_proper","completed","1","less_conv","convenient","slightly_prob","recommended",0
"pretentious","less_proper","completed","1","less_conv","convenient","slightly_prob","priority",0
"pretentious","less_proper","completed","1","less_conv","convenient","slightly_prob","not_recom",1
"pretentious","less_proper","completed","1","less_conv","convenient","problematic","recommended",0
"pretentious","less_proper","completed","1","less_conv","convenient","problematic","priority",0
"pretentious","less_proper","completed","1","less_conv","convenient","problematic","not_recom",1
"pretentious","less_proper","completed","1","less_conv","inconv","nonprob","recommended",0
